,image_id,location,filename,datetime,frame_num,seq_id,category_id,category_name,datetime_obj,date
714,98a9553a-21bc-11ea-a13a-137349068a90,119,98a9553a-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:05:59.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:05:59,2013-07-26
715,976e2ace-21bc-11ea-a13a-137349068a90,119,976e2ace-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:00.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:00,2013-07-26
716,892291e4-21bc-11ea-a13a-137349068a90,119,892291e4-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:00.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:00,2013-07-26
717,8e9b94fe-21bc-11ea-a13a-137349068a90,119,8e9b94fe-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:01.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:01,2013-07-26
718,9235b73e-21bc-11ea-a13a-137349068a90,119,9235b73e-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:01.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:01,2013-07-26
719,9596be32-21bc-11ea-a13a-137349068a90,119,9596be32-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:02.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:02,2013-07-26
720,8be5ab14-21bc-11ea-a13a-137349068a90,119,8be5ab14-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:03.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:03,2013-07-26
721,94d6e422-21bc-11ea-a13a-137349068a90,119,94d6e422-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:03.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:03,2013-07-26
722,8ed4a334-21bc-11ea-a13a-137349068a90,119,8ed4a334-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:04.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:04,2013-07-26
723,97f488f8-21bc-11ea-a13a-137349068a90,119,97f488f8-21bc-11ea-a13a-137349068a90.jpg,2013-07-26 01:06:04.000,-1,301e6018-7d42-11eb-8fb5-0242ac1c0002,371,urocyon cinereoargenteus,2013-07-26 01:06:04,2013-07-26
855,89edaa50-21bc-11ea-a13a-137349068a90,408,89edaa50-21bc-11ea-a13a-137349068a90.jpg,2013-07-27 17:52:01.000,-1,300c191c-7d42-11eb-8fb5-0242ac1c0002,372,meleagris ocellata,2013-07-27 17:52:01,2013-07-27
856,9486bd76-21bc-11ea-a13a-137349068a90,408,9486bd76-21bc-11ea-a13a-137349068a90.jpg,2013-07-27 17:52:03.000,-1,300c191c-7d42-11eb-8fb5-0242ac1c0002,372,meleagris ocellata,2013-07-27 17:52:03,2013-07-27
857,8ec5073a-21bc-11ea-a13a-137349068a90,408,8ec5073a-21bc-11ea-a13a-137349068a90.jpg,2013-07-27 17:52:04.000,-1,300c191c-7d42-11eb-8fb5-0242ac1c0002,372,meleagris ocellata,2013-07-27 17:52:04,2013-07-27
858,8f8b6b82-21bc-11ea-a13a-137349068a90,408,8f8b6b82-21bc-11ea-a13a-137349068a90.jpg,2013-07-27 17:52:05.000,-1,300c191c-7d42-11eb-8fb5-0242ac1c0002,372,meleagris ocellata,2013-07-27 17:52:05,2013-07-27
859,9088a112-21bc-11ea-a13a-137349068a90,408,9088a112-21bc-11ea-a13a-137349068a90.jpg,2013-07-27 17:52:06.000,-1,300c191c-7d42-11eb-8fb5-0242ac1c0002,372,meleagris ocellata,2013-07-27 17:52:06,2013-07-27
860,8e2abe28-21bc-11ea-a13a-137349068a90,408,8e2abe28-21bc-11ea-a13a-137349068a90.jpg,2013-07-27 17:52:07.000,-1,300c191c-7d42-11eb-8fb5-0242ac1c0002,372,meleagris ocellata,2013-07-27 17:52:07,2013-07-27
861,86b2f00c-21bc-11ea-a13a-137349068a90,408,86b2f00c-21bc-11ea-a13a-137349068a90.jpg,2013-07-27 17:52:08.000,-1,300c191c-7d42-11eb-8fb5-0242ac1c0002,372,meleagris ocellata,2013-07-27 17:52:08,2013-07-27
